Product_Name,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_qualtiy,Speaker,Frequency,Image_url,
TOSHIBA,4.3,0,0,â‚¹25999,â‚¹31990,Netflix|Prime Video|Youtube,Operating System: VIDAA,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kex5ci80/television/z/v/u/toshiba-43l5050-original-imafvh4nczqkuzzd.jpeg?q=70,
IGO,4.1,0,0,â‚¹17999,â‚¹29990,Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k0vbgy80/television/a/k/p/igo-by-onida-lei40sig-lei40sig-original-imafkh8x8ww5pcbz.jpeg?q=70,
MOTOROLA,4.3,2857,482,â‚¹32999,â‚¹35999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 Ã— 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/c/s/h/motorola-43sauhdmg-original-imafwc56xph9zduu.jpeg?q=70,
Croma,4.2,1773,217,â‚¹7990,â‚¹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹45785,â‚¹45900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/m/6/q/samsung-ua43t5770aubxl-original-imafwj3eqzdjdkqj.jpeg?q=70,
SONY,4.7,0,0,â‚¹46799,â‚¹52900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,10 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k12go7k0/television/j/m/b/sony-kdl-43w800g-original-imafkq9zfjax3gwu.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹93899,â‚¹135900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/i/i/c/ua65au8000-samsung-original-imag58wcrf6x2xjc.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8699,â‚¹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,
LG,0,0,0,â‚¹141520,â‚¹166990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/a/x/k/lg-55nano91tna-original-imafwjxkvzxakhsq.jpeg?q=70,
SAMSUNG,5,0,0,â‚¹58990,â‚¹82400,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/h/p/v/qa43q60aaklxl-samsung-original-imag4qffe4scfyge.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹81990,â‚¹115999,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/f/c/z/ua65au7500-samsung-original-imag4qyzqydjffhx.jpeg?q=70,
Croma,4.2,0,0,â‚¹11990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,
Hisense,4.3,0,0,â‚¹40990,â‚¹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,102 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l26hdow0/television/n/j/h/-original-imagdkzj5bfhzqbn.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹109990,â‚¹169990,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/8/p/p/qa55q80aaklxl-samsung-original-imag58wzw5azqxme.jpeg?q=70,
SAMSUNG,3,0,0,â‚¹258999,â‚¹419900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/y/s/t/samsung-65q8cn-original-imaf64eyjppge4er.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,
LG,4.7,0,0,â‚¹60990,â‚¹91990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/t/6/b/lg-55un8000pta-original-imafwjxnkrgpppng.jpeg?q=70,
Sansui,3.7,0,0,â‚¹69200,0,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,IPS,https://rukminim1.flixcart.com/image/312/312/television/n/k/y/sansui-sna55qx0zsa-original-imaep3g8hvnhuxhf.jpeg?q=70,
Hisense,4.2,3884,735,â‚¹17499,â‚¹17990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kdeum4w0/television/z/m/d/hisense-40a56e-original-imafubtgbj7zh3uq.jpeg?q=70,
Croma,3.9,0,0,â‚¹18990,â‚¹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,
SAMSUNG,3,0,0,â‚¹204900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j4sronk0/television/v/5/7/samsung-49mu7000-original-imaevmgh7thhuzpz.jpeg?q=70,
LG,4.8,0,0,â‚¹146620,â‚¹209990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/q/v/6/lg-65nano80tna-original-imafwjxjjjafzzye.jpeg?q=70,
LG,4.6,0,0,â‚¹324990,0,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j5pmt8w0/television/f/e/q/lg-oled55b7t-original-imaewc2j28frkjwz.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹16999,â‚¹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,
IMPEX,0,0,0,â‚¹49679,â‚¹49690,Full HD 1920 x 1080 Pixels,16 W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 2 x USB,3 Years Warranty on Product,https://rukminim1.flixcart.com/image/312/312/k0tw13k0/television/n/s/h/impex-gloria-50-original-imafkjcmvz2u4yxq.jpeg?q=70,
MarQ,4.1,6767,896,â‚¹23999,â‚¹28999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/television/h/w/t/-original-imagbz2c3v9taknf.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹56450,â‚¹80000,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/x/p/f/ua55au7500-samsung-original-imag58wknzsphrvj.jpeg?q=70,
Croma,4.2,1773,217,â‚¹7990,â‚¹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,
Croma,5,0,0,â‚¹16990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l0cr4i80/television/j/q/9/-original-imagc5yfj7ymkg9e.jpeg?q=70,
LG,0,0,0,â‚¹125390,â‚¹209990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l071d3k0/television/i/e/i/-original-imagcf7fvgdzwdnt.jpeg?q=70,
LG,4.7,0,0,â‚¹159999,â‚¹214990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/joonafk0/television/e/h/c/lg-oled55b8pta-original-imafb3ahwembe9h9.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8699,â‚¹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,
LG,4.5,0,0,â‚¹64999,â‚¹99990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/f/w/z/lg-49nano80tna-original-imafwjxkycavkrkg.jpeg?q=70,
LG,4.2,0,0,â‚¹19900,â‚¹21900,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,IPS,https://rukminim1.flixcart.com/image/312/312/k2xmd8w0/television/a/m/3/lg-32lk526bpta-original-imafm6435gbpcqfm.jpeg?q=70,
LG,0,0,0,â‚¹56440,â‚¹84990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ktszgy80/television/y/8/b/55up7550ptz-55up7550ptz-lg-original-imag72ktsfu8j5zy.jpeg?q=70,
Croma,4.2,0,0,â‚¹11990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,
SAMSUNG,4.5,0,0,â‚¹144990,â‚¹211900,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 2 x USB,1 Year Warranty on Product and Additional 1 Year for Panel,https://rukminim1.flixcart.com/image/312/312/knni7ww0/television/w/a/x/qa55qn90aaklxl-samsung-original-imag2a6bajwdhhgr.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹318700,â‚¹399900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k0y6cnk0/television/r/y/h/samsung-qa65q90rakxxl-original-imafkmp5s2tzfnhd.jpeg?q=70,
Vu,4.2,0,0,â‚¹116000,0,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/9/y/4/vu-vu-s-oauhd65-original-imafm59fyy3w4xff.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,
ONIDA,0,0,0,â‚¹28999,â‚¹33490,Youtube,Full HD 1920 x 1080 Pixels,16W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 3 x USB,https://rukminim1.flixcart.com/image/312/312/kelptow0/television/x/v/b/onida-43fiz-r-original-imafv98yhthawewh.jpeg?q=70,
SAMSUNG,4.4,0,0,â‚¹129900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/8/n/z/samsung-49nu8000-original-imaf64f2g5dhyyrt.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹6999,â‚¹18999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,10 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/j/f/u/a-2440s-adsun-original-imagbhqzg9ea4cg5.jpeg?q=70,
Croma,3.9,0,0,â‚¹18990,â‚¹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,
SAMSUNG,4.7,0,0,â‚¹122299,â‚¹209900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/f/x/r/samsung-55nu7100-original-imaf64eyph7tkw5c.jpeg?q=70,
SONY,4.7,0,0,â‚¹63500,â‚¹82900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krme93k0/television/9/i/q/kd-43x80j-kd-43x80j-sony-original-imag5dh7eeu3hwty.jpeg?q=70,
SAMSUNG,4,0,0,â‚¹18740,â‚¹21900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kf5pzm80/television/d/d/a/samsung-ua32t4310akxxl-original-imafvz8ze5gbpffh.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹6199,â‚¹12999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/h/i/m/a-2400n-adsun-original-imag5ecpqjfzews3.jpeg?q=70,
Panasonic,0,0,0,â‚¹87439,â‚¹119990,Ultra HD (4K) 3840 x 2160 Pixels,20 Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,1 Year From Date of Purchase,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/television/e/f/3/th-65jx750dx-panasonic-original-imag6h8kbxqhfaef.jpeg?q=70,
SAMSUNG,2.3,0,0,â‚¹341900,â‚¹399900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/v/m/w/samsung-65q7fn-original-imaf64f2fzug5wbp.jpeg?q=70,
LG,0,0,0,â‚¹217000,â‚¹254990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg6vfrk0/television/5/p/z/lg-65nano91tna-original-imafwh9cmgqprryq.jpeg?q=70,
Croma,4.2,1773,217,â‚¹7990,â‚¹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,
kinger,0,0,0,â‚¹12999,â‚¹22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x814 Pixels,24W x 48 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzvlua80/television/v/h/3/22kp32s4f-hd-32inches-android-smart-tv-wide-viewing-angle-size-original-imagbsjzf5n8asyu.jpeg?q=70,
LG,0,0,0,â‚¹269999,â‚¹339990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/joonafk0/television/e/h/c/lg-oled55b8pta-original-imafb3ahwembe9h9.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹341990,â‚¹441900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/r/p/b/qa75q60aakxxl-samsung-original-imag4qf5nnwg9egm.jpeg?q=70,
Adsun,3.8,6730,929,â‚¹8699,â‚¹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,
LG,0,0,0,â‚¹174999,â‚¹209990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j8t35ow0/television/9/h/d/lg-65uj632t-original-imaeynrcgzfxnscw.jpeg?q=70,
SAMSUNG,5,0,0,â‚¹154900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/q/c/k/samsung-75nu8000-original-imaf64ffsapydczh.jpeg?q=70,
BPL,0,0,0,â‚¹34990,â‚¹60000,Ultra HD (4K) 3840 x 2160 - Ultra HD Pixels,8W x 2 Speaker Output,60 Hz Refresh Rate,3 x HDMI | 1 x USB,2 Year Comprehensive Domestic Warranty,https://rukminim1.flixcart.com/image/312/312/kqidx8w0/television/t/w/7/50u-a4310-bpl-original-imag4hk3vgvtenuh.jpeg?q=70,
Croma,4.3,0,0,â‚¹11990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,
SAMSUNG,4.4,0,0,â‚¹179900,0,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4 x HDMI | 3 x USB,https://rukminim1.flixcart.com/image/312/312/j3xbzww0/television/y/g/v/samsung-49ks7000-original-imaeuyd4hgm7femp.jpeg?q=70,
SAMSUNG,3.4,0,0,â‚¹129900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 Ã— 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jbpeavk0/television/4/g/g/samsung-49mu6470-original-imaffy2d346qqhgg.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹440900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j4fwpzk0/television/g/g/p/samsung-65q7f-original-imaevcq2f9zrqwgj.jpeg?q=70,
Adsun,3.8,6730,929,â‚¹8999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,
MOTOROLA,4.4,2762,508,â‚¹44999,â‚¹49999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 Ã— 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/g/z/a/motorola-55sauhdmg-original-imafwc56btcf9awy.jpeg?q=70,
Adsun,0,0,0,â‚¹27999,â‚¹43999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/h/c/b/50aesl1-adsun-original-imag5ecwjrm6ufsn.jpeg?q=70,
TCL,3.9,0,0,â‚¹47499,â‚¹79990,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/n/3/f/tcl-55p2mus-l55p2mus-original-imafm59fwr6hm8rc.jpeg?q=70,
Croma,3.9,0,0,â‚¹18990,â‚¹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹50990,â‚¹64900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqv8vww0/television/c/m/1/ua43au7500-samsung-original-imag4s9zwhx7jyx2.jpeg?q=70,
LG,4.4,0,0,â‚¹54990,0,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kex5ci80/television/5/z/z/lg-55un7300ptc-original-imafvg6rzyzkm7yb.jpeg?q=70,
Nokia,4.3,23243,3975,â‚¹16999,â‚¹19999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,39 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfwvcsw0/television/m/x/3/nokia-32tahdn-original-imafw8xg5rw87ukj.jpeg?q=70,
Adsun,3.8,6730,929,â‚¹16999,â‚¹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,
SONY,0,0,0,â‚¹122000,â‚¹199990,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 2 x USB,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/kt39jm80/television/m/f/k/kd-65x85j-sony-original-imag6gj97e6zyzjp.jpeg?q=70,
Sansui,4.3,0,0,â‚¹119990,0,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 3 x USB,VA,https://rukminim1.flixcart.com/image/312/312/television/h/3/r/sansui-snc55cx0zsa-original-imaeztyghvryhfzp.jpeg?q=70,
Croma,0,0,0,â‚¹32990,â‚¹60000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/television/m/o/9/crel050uoa024601-croma-original-imagdts66cpddk4g.jpeg?q=70,
Vu,4.1,0,0,â‚¹50851,â‚¹51000,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jjn6d8w0/television/r/g/p/vu-50bu116-original-imaf762xbghgp3p9.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹149990,â‚¹257900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/q/k/l/qa65q80aaklxl-samsung-original-imag4qf5sdfxgbmn.jpeg?q=70,
SAMSUNG,0,0,0,â‚¹119990,â‚¹192990,Ultra HD (4K) 4K QLED (3840 x 2160) Pixels,60 Watts Speaker Output,120 Hz Refresh Rate,4 x HDMI | 2 x USB,1 YEAR,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/television/8/b/a/qa65qn85aaklxl-samsung-original-imag5u2zztzpav38.jpeg?q=70,
SAMSUNG,3.9,0,0,â‚¹62900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 w Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/television/9/9/t/samsung-43k5300-original-imaemppken96g3ed.jpeg?q=70,
